LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,PoolArea,SalePrice
55,10780,5,5,1976,911,954,0,954,6,576,0,132500
67,8877,4,6,1938,816,816,0,816,3,288,0,100000
60,7200,5,6,1938,803,803,557,1360,6,297,0,125500
24,2368,5,6,1970,765,765,600,1365,7,440,0,125000
80,9650,6,5,1977,1350,1334,0,1334,6,630,0,167900
87,9246,5,5,1973,1656,1656,0,1656,8,506,0,135000
153,4118,4,4,1941,693,693,0,693,4,0,0,52500
95,13450,7,5,2002,916,920,941,1861,8,492,0,200000
120,9560,5,7,1972,864,864,0,864,5,288,0,128500
70,8294,4,5,1971,858,872,0,872,5,480,0,123000
66,13695,6,5,2003,1114,1114,0,1114,6,576,0,155000
NA,9375,8,5,2002,1284,1284,885,2169,7,647,0,228500
57,7558,6,6,1928,896,1172,741,1913,9,342,0,177000
85,11103,7,5,2006,728,728,728,1456,8,440,0,155835
50,6000,4,4,1920,960,960,0,960,5,308,0,108500
NA,20781,7,7,1968,1568,2156,0,2156,9,508,0,262500
93,15306,8,5,2006,1732,1776,0,1776,7,712,0,283463
NA,16196,7,5,1998,1482,1494,0,1494,5,514,0,215000
50,5250,8,5,1872,684,938,1215,2358,8,0,0,122000
91,11643,5,5,1969,1248,1338,1296,2634,12,968,0,200000
70,9247,6,6,1962,858,858,858,1716,8,490,0,171000
50,6000,6,9,1937,698,786,390,1176,4,624,0,134900
56,14720,8,5,1995,2033,2053,1185,3238,9,666,0,410000
NA,10316,7,5,2000,992,992,873,1865,7,839,0,235000
102,10192,7,6,1968,570,1222,698,1920,8,487,0,170000
NA,9477,5,5,1966,864,892,0,892,5,264,0,110000
NA,12537,5,6,1971,1078,1078,0,1078,6,500,0,149900
NA,2117,6,5,2000,756,769,804,1573,5,440,0,177500
129,16737,9,5,2004,1980,1980,0,1980,8,770,0,315000
51,9842,5,6,1921,612,990,1611,2601,8,621,0,189000
124,16158,7,5,2005,1530,1530,0,1530,7,430,0,260000
NA,12513,4,4,1920,715,1281,457,1738,7,368,0,104900
73,8499,6,5,2006,616,616,796,1412,6,432,0,156932
30,3180,7,5,2005,600,520,600,1200,4,480,0,144152
NA,7500,7,5,2000,814,814,860,1674,7,663,0,216000
68,9179,7,5,1999,873,882,908,1790,7,588,0,193000
41,2665,5,6,1977,757,925,550,1475,6,336,0,127000
NA,4435,6,5,2003,848,848,0,848,4,420,0,144000
48,10635,8,5,2003,1657,1668,0,1668,8,502,0,232000
90,5400,4,6,1920,840,840,534,1374,6,338,0,105000
80,9600,6,6,1955,992,1661,0,1661,8,377,0,165500
75,9750,7,6,1998,1108,1108,989,2097,8,583,0,274300
NA,11400,10,5,2001,2633,2633,0,2633,8,804,0,466500
85,10625,7,5,2005,1026,1026,932,1958,9,936,0,250000
89,10991,8,5,2007,1571,1571,0,1571,7,722,0,239000
52,6292,6,5,1930,768,790,0,790,4,160,0,91000
60,10998,5,5,1941,984,984,620,1604,6,660,0,117000
21,1953,6,5,1973,483,483,504,987,5,264,0,83000
73,9735,5,5,2006,384,754,640,1394,7,400,0,167500
45,8212,3,3,1914,864,864,0,864,5,200,0,58500
NA,12925,6,7,1970,1205,2117,0,2117,7,550,0,237500
60,7200,7,7,1920,596,998,764,1762,8,576,0,157000
NA,25339,5,7,1918,816,1416,0,1416,7,576,0,112000
60,9060,6,5,1939,560,698,560,1258,6,280,0,105000
40,5436,4,8,1922,796,796,358,1154,7,240,0,125500
80,16692,7,5,1978,1392,1392,1392,2784,12,564,519,250000
60,8520,6,7,1916,714,1664,862,2526,10,216,0,136000
42,14892,9,5,2006,1746,1746,0,1746,7,758,0,377500
60,6000,6,6,1941,735,869,349,1218,6,440,0,131000
70,9100,7,5,2000,1525,1525,0,1525,6,541,0,235000
65,8944,5,5,1967,1584,1584,0,1584,8,792,0,124000
68,7838,5,5,1967,864,900,0,900,6,288,0,123000
60,10800,6,7,1905,482,1221,691,1912,7,672,0,163000
53,4045,7,5,2006,1356,1500,0,1500,6,648,0,246578
88,12665,8,5,2005,1094,1133,1349,2482,9,642,0,281213
NA,57200,5,5,1948,747,1687,0,1687,7,572,0,160000
51,6120,5,8,1920,939,939,574,1513,8,180,0,137500
60,7200,5,4,1950,1208,1136,768,1904,7,240,0,138000
51,6171,6,6,1925,976,1160,448,1608,7,216,0,137450
50,6000,6,7,1929,862,950,208,1158,5,208,0,120000
62,7415,6,5,2004,839,864,729,1593,8,398,0,193000
64,6762,7,5,2006,1286,1294,0,1294,6,662,0,193879
49,15256,8,5,2007,1485,1464,0,1464,6,754,0,282922
60,10410,3,4,1915,672,694,520,1214,6,936,0,105000
44,3842,8,5,2004,1594,1646,0,1646,5,482,0,275000
70,8445,5,7,1972,768,768,0,768,5,396,0,133000
NA,8780,5,5,1985,833,833,0,833,5,0,0,112000
60,7740,4,7,1910,622,741,622,1363,6,528,0,125500
46,20544,7,6,1986,791,1236,857,2093,7,542,0,215000
79,12420,7,5,2001,944,944,896,1840,6,622,0,230000
80,9600,6,8,1950,856,1112,556,1668,6,271,0,140000
60,7200,4,5,1949,0,1040,0,1040,6,420,0,90000
88,10994,8,5,2005,1844,1844,0,1844,7,620,0,257000
64,13053,6,7,1923,833,1053,795,1848,8,370,0,207000
51,3635,7,5,2007,1386,1569,0,1569,7,660,0,175900
60,11340,4,6,1885,777,1246,1044,2290,11,560,0,122500
NA,16545,8,5,1998,1284,1310,1140,2450,7,1069,0,340000
71,9204,5,5,1963,1144,1144,0,1144,6,336,0,124000
NA,16381,6,5,1969,1844,1844,0,1844,7,540,0,223000
90,11700,6,6,1968,708,708,708,1416,7,776,0,179900
53,4043,6,5,1977,1069,1069,0,1069,4,440,0,127500
37,4435,6,5,2003,848,848,0,848,3,420,0,136500
NA,19690,6,7,1966,697,1575,626,2201,8,432,738,274970
NA,9503,5,5,1958,1024,1344,0,1344,6,484,0,144000
80,10721,6,6,1959,1252,1252,0,1252,7,528,0,142000
81,10944,7,5,1994,1223,1223,904,2127,5,525,0,271000
60,10930,5,6,1945,913,1048,510,1558,6,288,0,140000
60,7200,5,7,1940,788,804,0,804,4,240,0,119000
NA,12546,6,7,1981,1440,1440,0,1440,7,467,0,182900
60,21930,5,5,2005,732,734,1104,1838,7,372,0,192140
NA,4928,6,6,1976,958,958,0,958,5,440,0,143750
60,10800,4,6,1927,656,968,0,968,5,216,0,64500
93,10261,6,5,2000,936,962,830,1792,8,451,0,186500
80,17400,5,5,1977,1126,1126,0,1126,5,484,0,160000
80,8400,6,9,1962,1319,1537,0,1537,7,462,0,174000
60,9000,4,6,1971,864,864,0,864,5,528,0,120500
96,12444,8,5,2008,1932,1932,0,1932,7,774,0,394617
90,7407,6,7,1957,912,1236,0,1236,6,923,0,149700
80,11584,7,6,1979,539,1040,685,1725,6,550,0,197000
79,11526,6,7,1922,588,1423,748,2555,11,672,0,191000
NA,4426,6,5,2004,848,848,0,848,3,420,0,149300
85,11003,10,5,2008,1017,1026,981,2007,10,812,0,310000
NA,8854,6,6,1916,952,952,0,952,4,192,0,121000
63,8500,7,5,2004,1422,1422,0,1422,7,626,0,179600
70,8400,6,5,1966,814,913,0,913,6,240,0,129000
NA,26142,5,7,1962,1188,1188,0,1188,6,312,0,157900
80,10000,8,5,1995,1220,1220,870,2090,8,556,0,240000
70,11767,4,7,1910,560,796,550,1346,6,384,0,112000
21,1533,5,7,1970,630,630,0,630,3,0,0,92000
60,9000,5,5,1974,896,896,896,1792,8,0,0,136000
78,9262,8,5,2008,1573,1578,0,1578,7,840,0,287090
35,3675,5,5,2005,547,1072,0,1072,5,525,0,145000
90,17217,5,5,2006,1140,1140,0,1140,6,0,0,84500
62,7500,7,5,2004,1221,1221,0,1221,6,400,0,185000
62,7917,6,5,1999,953,953,694,1647,7,460,0,175000
85,13175,6,6,1978,1542,2073,0,2073,7,500,0,210000
66,9042,7,9,1941,1152,1188,1152,2340,9,252,0,266500
68,9717,5,6,1950,1078,1078,0,1078,5,240,0,142125
75,9937,5,6,1965,1256,1256,0,1256,6,276,0,147500
